review_id,product_id,product_name,category,user_id,rating,review,label,date
R0033,P008,Mixer Grinder 750W,Home & Kitchen,U4119,5,This product has excellent build!,positive,01-06-2025
R0034,P006,Women's Handbag,Accessories,U7735,5,This product has comfortable to use!,positive,21-07-2023
R0035,P001,Wireless Bluetooth Earbuds,Electronics,U6559,5,This product has excellent build!!,positive,28-01-2024
R0036,P004,Smart LED TV 43 inch,Electronics,U3296,5,This product has works perfectly!!,positive,24-07-2024
R0037,P008,Mixer Grinder 750W,Home & Kitchen,U2235,4,This product has comfortable to use!,positive,14-04-2023
R0038,P001,Wireless Bluetooth Earbuds,Electronics,U4872,4,This product has value for money :),positive,21-09-2025
R0039,P008,Mixer Grinder 750W,Home & Kitchen,U7570,4,This product has great quality!!,positive,15-02-2025
R0040,P001,Wireless Bluetooth Earbuds,Electronics,U5345,5,This product has comfortable to use.,positive,16-05-2025
R0041,P008,Mixer Grinder 750W,Home & Kitchen,U4111,4,This product has easy to use!!,positive,30-04-2023
R0042,P001,Wireless Bluetooth Earbuds,Electronics,U1936,5,This product has great quality :),positive,26-10-2025
R0043,P003,Men's Running Shoes,Clothing,U9320,4,This product has excellent build!!,positive,21-05-2023
R0044,P002,Stainless Steel Water Bottle,Home & Kitchen,U7615,4,This product has excellent build!!,positive,23-03-2023
R0045,P002,Stainless Steel Water Bottle,Home & Kitchen,U9565,5,This product has looks premium.,positive,23-02-2024
R0046,P006,Women's Handbag,Accessories,U5351,4,This product has works perfectly!!,positive,06-09-2024
R0047,P008,Mixer Grinder 750W,Home & Kitchen,U2188,5,This product has great quality :),positive,24-07-2023
R0048,P002,Stainless Steel Water Bottle,Home & Kitchen,U9288,4,This product has easy to use!!,positive,15-12-2024
R0049,P002,Stainless Steel Water Bottle,Home & Kitchen,U7054,4,This product has easy to use!!,positive,16-06-2025
R0050,P005,Cotton Bedsheet Set,Home & Kitchen,U5905,4,This product has very useful!,positive,03-10-2023
R0051,P005,Cotton Bedsheet Set,Home & Kitchen,U2753,4,This product has highly recommended!!,positive,11-07-2024
R0052,P005,Cotton Bedsheet Set,Home & Kitchen,U6617,4,This product has fast delivery.,positive,01-11-2025
R0053,P008,Mixer Grinder 750W,Home & Kitchen,U1832,5,This product has excellent build :),positive,20-07-2024
R0054,P001,Wireless Bluetooth Earbuds,Electronics,U6464,4,This product has value for money.,positive,27-11-2023
R0055,P008,Mixer Grinder 750W,Home & Kitchen,U1158,5,This product has excellent build!,positive,02-11-2023
R0056,P001,Wireless Bluetooth Earbuds,Electronics,U3426,5,This product has works perfectly!!,positive,27-03-2023
R0057,P005,Cotton Bedsheet Set,Home & Kitchen,U1653,5,This product has looks premium!!,positive,26-05-2024
R0058,P002,Stainless Steel Water Bottle,Home & Kitchen,U7658,5,This product has sound is clear!!,positive,29-04-2024
R0059,P003,Men's Running Shoes,Clothing,U7755,4,This product has great quality!!,positive,11-11-2024
R0060,P007,Gaming Mouse RGB,Electronics,U5371,4,This product has value for money!,positive,22-02-2025
R0061,P001,Wireless Bluetooth Earbuds,Electronics,U4644,5,This product has fast delivery :),positive,17-12-2024
R0062,P005,Cotton Bedsheet Set,Home & Kitchen,U4652,4,This product has great quality!!,positive,27-03-2025
R0063,P006,Women's Handbag,Accessories,U2137,5,This product has easy to use.,positive,09-11-2025
R0064,P007,Gaming Mouse RGB,Electronics,U1452,5,This product has excellent build.,positive,01-01-2024
R0065,P005,Cotton Bedsheet Set,Home & Kitchen,U2776,4,This product has sound is clear :),positive,08-12-2024
R0066,P006,Women's Handbag,Accessories,U9379,5,This product has excellent build :),positive,25-01-2024
R0067,P005,Cotton Bedsheet Set,Home & Kitchen,U8144,4,This product has great quality!!,positive,15-01-2025
R0068,P007,Gaming Mouse RGB,Electronics,U6409,4,This product has sound is clear.,positive,13-09-2023
R0069,P005,Cotton Bedsheet Set,Home & Kitchen,U7691,5,This product has looks premium :),positive,28-08-2024
R0070,P003,Men's Running Shoes,Clothing,U7888,4,This product has very useful :),positive,23-12-2023
R0071,P005,Cotton Bedsheet Set,Home & Kitchen,U9977,5,This product has great quality.,positive,10-08-2024
R0072,P004,Smart LED TV 43 inch,Electronics,U6279,5,This product has comfortable to use :),positive,24-06-2025
R0073,P004,Smart LED TV 43 inch,Electronics,U3780,5,This product has very useful!,positive,04-08-2024
R0074,P006,Women's Handbag,Accessories,U4848,4,This product has very useful.,positive,05-04-2024
R0075,P004,Smart LED TV 43 inch,Electronics,U1400,4,This product has great quality!!,positive,31-08-2025
R0076,P002,Stainless Steel Water Bottle,Home & Kitchen,U7790,5,This product has very useful!!,positive,25-02-2025
R0077,P008,Mixer Grinder 750W,Home & Kitchen,U4997,5,This product has value for money!,positive,07-08-2023
R0078,P007,Gaming Mouse RGB,Electronics,U3881,4,This product has highly recommended :),positive,13-04-2023
R0079,P004,Smart LED TV 43 inch,Electronics,U8478,4,This product has value for money :),positive,23-12-2025
R0080,P006,Women's Handbag,Accessories,U9270,5,This product has works perfectly :),positive,22-11-2023
R0081,P008,Mixer Grinder 750W,Home & Kitchen,U5246,5,This product has fast delivery.,positive,03-12-2025
R0082,P008,Mixer Grinder 750W,Home & Kitchen,U5499,4,This product has comfortable to use!,positive,08-08-2024
R0083,P004,Smart LED TV 43 inch,Electronics,U6502,5,This product has looks premium!,positive,11-10-2023
R0084,P003,Men's Running Shoes,Clothing,U7275,4,This product has highly recommended!!,positive,14-03-2024
R0085,P002,Stainless Steel Water Bottle,Home & Kitchen,U7678,5,This product has looks premium :),positive,01-05-2025
R0086,P001,Wireless Bluetooth Earbuds,Electronics,U7883,4,This product has works perfectly!,positive,18-02-2025
R0087,P008,Mixer Grinder 750W,Home & Kitchen,U6763,4,This product has easy to use :),positive,08-05-2025
R0088,P004,Smart LED TV 43 inch,Electronics,U4595,5,This product has easy to use :),positive,21-09-2025
R0089,P001,Wireless Bluetooth Earbuds,Electronics,U6507,5,This product has very useful :),positive,05-12-2023
R0090,P008,Mixer Grinder 750W,Home & Kitchen,U9751,4,This product has great quality :),positive,25-02-2023
R0091,P002,Stainless Steel Water Bottle,Home & Kitchen,U3223,5,This product has comfortable to use!!,positive,13-04-2023
R0092,P005,Cotton Bedsheet Set,Home & Kitchen,U6363,5,This product has fast delivery :),positive,31-10-2024
R0093,P006,Women's Handbag,Accessories,U5558,5,This product has works perfectly.,positive,17-06-2023
R0094,P008,Mixer Grinder 750W,Home & Kitchen,U9837,4,This product has great quality.,positive,04-04-2024
R0095,P002,Stainless Steel Water Bottle,Home & Kitchen,U1508,4,This product has fast delivery!!,positive,11-02-2023
R0096,P003,Men's Running Shoes,Clothing,U3068,4,This product has comfortable to use!,positive,22-03-2024
R0097,P008,Mixer Grinder 750W,Home & Kitchen,U7043,5,This product has value for money!,positive,02-12-2023
R0098,P005,Cotton Bedsheet Set,Home & Kitchen,U1420,4,This product has easy to use :),positive,23-03-2025
R0099,P004,Smart LED TV 43 inch,Electronics,U4978,4,This product has excellent build.,positive,05-09-2023
R0100,P001,Wireless Bluetooth Earbuds,Electronics,U9728,5,This product has works perfectly.,positive,22-05-2023
R0101,P006,Women's Handbag,Accessories,U7882,4,This product has comfortable to use!,positive,06-06-2025
R0102,P006,Women's Handbag,Accessories,U3506,5,This product has works perfectly!!,positive,04-12-2025
R0103,P005,Cotton Bedsheet Set,Home & Kitchen,U8616,5,This product has works perfectly.,positive,22-10-2024
R0104,P004,Smart LED TV 43 inch,Electronics,U5569,4,This product has comfortable to use!!,positive,09-08-2025
R0105,P007,Gaming Mouse RGB,Electronics,U1470,5,This product has comfortable to use.,positive,08-01-2024
R0106,P008,Mixer Grinder 750W,Home & Kitchen,U6813,4,This product has easy to use.,positive,26-07-2024
R0107,P005,Cotton Bedsheet Set,Home & Kitchen,U9464,4,This product has fast delivery!,positive,09-05-2024
R0108,P007,Gaming Mouse RGB,Electronics,U4937,5,This product has highly recommended :),positive,02-10-2025
R0109,P008,Mixer Grinder 750W,Home & Kitchen,U2524,4,This product has easy to use!!,positive,08-04-2025
R0110,P004,Smart LED TV 43 inch,Electronics,U7046,5,This product has comfortable to use.,positive,21-05-2025
R0111,P006,Women's Handbag,Accessories,U8434,5,This product has easy to use.,positive,29-05-2024
R0112,P004,Smart LED TV 43 inch,Electronics,U4155,4,This product has looks premium!,positive,15-01-2024
R0113,P004,Smart LED TV 43 inch,Electronics,U8933,4,This product has easy to use.,positive,25-07-2023
R0114,P004,Smart LED TV 43 inch,Electronics,U4727,5,This product has looks premium!!,positive,11-09-2024
R0115,P001,Wireless Bluetooth Earbuds,Electronics,U5494,4,This product has great quality!,positive,21-08-2024
R0116,P003,Men's Running Shoes,Clothing,U2680,5,This product has great quality.,positive,19-08-2025
R0117,P008,Mixer Grinder 750W,Home & Kitchen,U6582,5,This product has value for money!,positive,01-06-2024
R0118,P008,Mixer Grinder 750W,Home & Kitchen,U2070,4,This product has works perfectly :),positive,01-06-2023
R0119,P001,Wireless Bluetooth Earbuds,Electronics,U3444,4,This product has sound is clear.,positive,24-06-2023
R0120,P004,Smart LED TV 43 inch,Electronics,U7818,4,This product has sound is clear!!,positive,06-12-2025
R0121,P007,Gaming Mouse RGB,Electronics,U8253,5,This product has easy to use :),positive,17-09-2024
R0122,P001,Wireless Bluetooth Earbuds,Electronics,U4404,4,This product has very useful!!,positive,25-06-2024
R0123,P002,Stainless Steel Water Bottle,Home & Kitchen,U4929,4,This product has value for money!,positive,17-11-2023
R0124,P001,Wireless Bluetooth Earbuds,Electronics,U8381,5,This product has highly recommended :),positive,19-08-2024
R0125,P001,Wireless Bluetooth Earbuds,Electronics,U5720,4,This product has highly recommended.,positive,18-07-2025
R0126,P002,Stainless Steel Water Bottle,Home & Kitchen,U5334,4,This product has very useful!!,positive,20-05-2025
R0127,P002,Stainless Steel Water Bottle,Home & Kitchen,U3441,4,This product has easy to use!!,positive,27-05-2023
R0128,P001,Wireless Bluetooth Earbuds,Electronics,U6039,4,This product has sound is clear.,positive,18-06-2025
R0129,P002,Stainless Steel Water Bottle,Home & Kitchen,U5982,5,This product has highly recommended :),positive,11-07-2024
R0130,P008,Mixer Grinder 750W,Home & Kitchen,U2317,5,This product has sound is clear!,positive,03-06-2025
R0131,P006,Women's Handbag,Accessories,U1423,5,This product has excellent build!!,positive,12-02-2023
R0132,P005,Cotton Bedsheet Set,Home & Kitchen,U3870,4,This product has comfortable to use :),positive,23-07-2024
R0133,P003,Men's Running Shoes,Clothing,U9056,5,This product has excellent build :),positive,13-12-2024
R0134,P007,Gaming Mouse RGB,Electronics,U6260,5,This product has very useful!,positive,26-11-2023
R0135,P006,Women's Handbag,Accessories,U9117,5,This product has easy to use :),positive,17-03-2023
R0136,P008,Mixer Grinder 750W,Home & Kitchen,U6153,4,This product has easy to use.,positive,26-08-2023
R0137,P007,Gaming Mouse RGB,Electronics,U9889,4,This product has comfortable to use :),positive,22-04-2023
R0138,P004,Smart LED TV 43 inch,Electronics,U9167,5,This product has very useful :),positive,16-04-2023
R0139,P004,Smart LED TV 43 inch,Electronics,U9998,5,This product has value for money.,positive,16-06-2025
R0140,P008,Mixer Grinder 750W,Home & Kitchen,U1472,4,This product has very useful!!,positive,21-11-2023
R0141,P005,Cotton Bedsheet Set,Home & Kitchen,U7684,4,This product has excellent build!!,positive,21-08-2023
R0142,P008,Mixer Grinder 750W,Home & Kitchen,U3522,4,This product has comfortable to use.,positive,08-11-2025
R0143,P005,Cotton Bedsheet Set,Home & Kitchen,U8905,5,This product has comfortable to use!!,positive,24-07-2025
R0144,P003,Men's Running Shoes,Clothing,U4122,5,This product has sound is clear!!,positive,23-05-2023
R0145,P005,Cotton Bedsheet Set,Home & Kitchen,U6568,5,This product has battery lasts long.,positive,06-01-2023
R0146,P005,Cotton Bedsheet Set,Home & Kitchen,U9022,5,This product has value for money :),positive,18-09-2025
R0147,P006,Women's Handbag,Accessories,U9903,5,This product has works perfectly :),positive,21-10-2024
R0148,P004,Smart LED TV 43 inch,Electronics,U7274,4,This product has fast delivery :),positive,31-03-2023
R0149,P006,Women's Handbag,Accessories,U7246,5,This product has works perfectly!!,positive,11-10-2025
R0150,P001,Wireless Bluetooth Earbuds,Electronics,U9229,4,This product has sound is clear.,positive,25-07-2023
R0151,P008,Mixer Grinder 750W,Home & Kitchen,U9617,4,This product has comfortable to use!,positive,23-10-2023
R0152,P007,Gaming Mouse RGB,Electronics,U2225,4,This product has comfortable to use.,positive,24-11-2024
R0153,P007,Gaming Mouse RGB,Electronics,U6383,4,This product has very useful :),positive,10-10-2024
R0154,P008,Mixer Grinder 750W,Home & Kitchen,U2121,4,This product has fast delivery.,positive,10-04-2024
R0155,P002,Stainless Steel Water Bottle,Home & Kitchen,U2612,5,This product has very useful!,positive,27-06-2025
R0156,P003,Men's Running Shoes,Clothing,U1474,5,This product has great quality.,positive,25-04-2023
R0157,P005,Cotton Bedsheet Set,Home & Kitchen,U7141,5,This product has works perfectly!!,positive,15-05-2024
R0158,P007,Gaming Mouse RGB,Electronics,U3785,4,This product has value for money!,positive,22-02-2025
R0159,P004,Smart LED TV 43 inch,Electronics,U3344,5,This product has fast delivery :),positive,04-06-2024
R0160,P008,Mixer Grinder 750W,Home & Kitchen,U1153,5,This product has comfortable to use.,positive,20-11-2023
R0161,P002,Stainless Steel Water Bottle,Home & Kitchen,U6661,5,This product has sound is clear.,positive,18-05-2025
R0162,P005,Cotton Bedsheet Set,Home & Kitchen,U5949,5,This product has fast delivery :),positive,16-09-2025
R0163,P002,Stainless Steel Water Bottle,Home & Kitchen,U7248,4,This product has sound is clear.,positive,28-08-2024
R0164,P005,Cotton Bedsheet Set,Home & Kitchen,U7484,4,This product has easy to use!,positive,11-04-2023
R0165,P008,Mixer Grinder 750W,Home & Kitchen,U4770,5,This product has sound is clear.,positive,24-03-2024
R0166,P004,Smart LED TV 43 inch,Electronics,U3240,5,This product has very useful!,positive,22-03-2023
R0167,P005,Cotton Bedsheet Set,Home & Kitchen,U1546,5,This product has sound is clear.,positive,27-09-2023
R0168,P002,Stainless Steel Water Bottle,Home & Kitchen,U6352,5,This product has highly recommended :),positive,26-12-2023
R0169,P004,Smart LED TV 43 inch,Electronics,U9837,4,This product has looks premium.,positive,03-12-2023
R0170,P005,Cotton Bedsheet Set,Home & Kitchen,U5835,5,This product has highly recommended.,positive,24-08-2023
R0171,P008,Mixer Grinder 750W,Home & Kitchen,U3306,4,This product has fast delivery :),positive,19-01-2025
R0172,P002,Stainless Steel Water Bottle,Home & Kitchen,U1228,5,This product has easy to use!,positive,20-07-2025
R0173,P006,Women's Handbag,Accessories,U7242,5,This product has very useful.,positive,10-08-2023
R0174,P004,Smart LED TV 43 inch,Electronics,U1410,5,This product has sound is clear.,positive,29-03-2024
R0175,P002,Stainless Steel Water Bottle,Home & Kitchen,U5951,5,This product has very useful :),positive,27-08-2023
R0176,P003,Men's Running Shoes,Clothing,U1609,4,This product has easy to use :),positive,26-08-2023
R0177,P002,Stainless Steel Water Bottle,Home & Kitchen,U9807,4,This product has value for money :),positive,18-07-2025
R0178,P006,Women's Handbag,Accessories,U3531,5,This product has works perfectly!,positive,29-09-2025
R0179,P007,Gaming Mouse RGB,Electronics,U1536,5,This product has highly recommended.,positive,20-03-2024
R0180,P008,Mixer Grinder 750W,Home & Kitchen,U4868,5,This product has looks premium!,positive,22-01-2025
R0181,P006,Women's Handbag,Accessories,U7523,4,This product has easy to use!!,positive,08-09-2023
R0182,P008,Mixer Grinder 750W,Home & Kitchen,U4475,4,This product has very useful!,positive,14-04-2023
R0183,P006,Women's Handbag,Accessories,U3063,4,This product has sound is clear!!,positive,21-05-2023
R0184,P004,Smart LED TV 43 inch,Electronics,U4817,4,This product has looks premium!!,positive,06-01-2023
R0185,P005,Cotton Bedsheet Set,Home & Kitchen,U3129,4,This product has battery lasts long.,positive,24-12-2023
R0186,P002,Stainless Steel Water Bottle,Home & Kitchen,U3159,4,This product has great quality.,positive,02-05-2024
R0187,P006,Women's Handbag,Accessories,U3854,4,This product has easy to use!,positive,17-09-2023
R0188,P007,Gaming Mouse RGB,Electronics,U2041,4,This product has comfortable to use :),positive,11-01-2025
R0189,P002,Stainless Steel Water Bottle,Home & Kitchen,U9254,5,This product has fast delivery!,positive,03-12-2025
R0190,P005,Cotton Bedsheet Set,Home & Kitchen,U1510,5,This product has great quality :),positive,02-04-2025
R0191,P007,Gaming Mouse RGB,Electronics,U9032,4,This product has highly recommended :),positive,31-05-2023
R0192,P002,Stainless Steel Water Bottle,Home & Kitchen,U3430,5,This product has excellent build!!,positive,17-07-2024
R0193,P006,Women's Handbag,Accessories,U9692,5,This product has easy to use :),positive,01-11-2025
R0194,P007,Gaming Mouse RGB,Electronics,U2874,4,This product has very useful!!,positive,30-05-2025
R0195,P008,Mixer Grinder 750W,Home & Kitchen,U7779,4,This product has looks premium :),positive,27-03-2025
R0196,P007,Gaming Mouse RGB,Electronics,U6120,4,This product has works perfectly.,positive,06-06-2024
R0197,P006,Women's Handbag,Accessories,U8770,4,This product has excellent build!,positive,24-06-2023
R0198,P002,Stainless Steel Water Bottle,Home & Kitchen,U2582,5,This product has highly recommended.,positive,24-09-2023
R0199,P001,Wireless Bluetooth Earbuds,Electronics,U3002,5,This product has works perfectly.,positive,16-05-2025
R0200,P001,Wireless Bluetooth Earbuds,Electronics,U6119,5,This product has looks premium!,positive,05-11-2025
R0201,P004,Smart LED TV 43 inch,Electronics,U8900,4,This product has fast delivery!,positive,18-12-2024
R0202,P006,Women's Handbag,Accessories,U5564,4,This product has sound is clear!!,positive,28-05-2025
R0203,P001,Wireless Bluetooth Earbuds,Electronics,U1474,5,This product has value for money.,positive,24-09-2024
R0204,P006,Women's Handbag,Accessories,U1100,5,This product has value for money!!,positive,31-03-2025
R0205,P002,Stainless Steel Water Bottle,Home & Kitchen,U1502,4,This product has excellent build!!,positive,09-02-2025
R0206,P007,Gaming Mouse RGB,Electronics,U6585,5,This product has value for money.,positive,30-09-2024
R0207,P006,Women's Handbag,Accessories,U1861,4,This product has value for money!!,positive,12-04-2023
R0208,P002,Stainless Steel Water Bottle,Home & Kitchen,U8259,5,This product has very useful :),positive,21-09-2025
R0209,P008,Mixer Grinder 750W,Home & Kitchen,U5475,5,This product has fast delivery!,positive,07-12-2024
R0210,P007,Gaming Mouse RGB,Electronics,U5640,4,This product has very useful :),positive,15-12-2025
R0211,P005,Cotton Bedsheet Set,Home & Kitchen,U4612,4,This product has works perfectly!,positive,16-01-2023
R0212,P004,Smart LED TV 43 inch,Electronics,U4460,5,This product has value for money.,positive,15-08-2024
R0213,P006,Women's Handbag,Accessories,U1126,4,This product has comfortable to use :),positive,26-12-2023
R0214,P003,Men's Running Shoes,Clothing,U9725,5,This product has highly recommended!!,positive,21-10-2025
R0215,P006,Women's Handbag,Accessories,U7505,4,This product has highly recommended!,positive,12-06-2025
R0216,P001,Wireless Bluetooth Earbuds,Electronics,U2275,5,This product has looks premium :),positive,08-04-2025
R0217,P007,Gaming Mouse RGB,Electronics,U2887,5,This product has works perfectly!,positive,27-10-2024
R0218,P003,Men's Running Shoes,Clothing,U6928,5,This product has excellent build :),positive,05-08-2023
R0219,P004,Smart LED TV 43 inch,Electronics,U7560,5,This product has battery lasts long!,positive,21-03-2025
R0220,P005,Cotton Bedsheet Set,Home & Kitchen,U4630,5,This product has looks premium!!,positive,06-06-2023
R0221,P002,Stainless Steel Water Bottle,Home & Kitchen,U6724,4,This product has looks premium!!,positive,28-04-2024
R0222,P002,Stainless Steel Water Bottle,Home & Kitchen,U5193,4,This product has fast delivery!!,positive,10-11-2023
R0223,P002,Stainless Steel Water Bottle,Home & Kitchen,U9095,4,This product has comfortable to use :),positive,23-10-2024
R0224,P006,Women's Handbag,Accessories,U8205,4,This product has excellent build :),positive,24-06-2025
R0225,P005,Cotton Bedsheet Set,Home & Kitchen,U1920,5,This product has looks premium!,positive,27-09-2024
R0226,P008,Mixer Grinder 750W,Home & Kitchen,U1616,5,This product has great quality.,positive,10-08-2024
R0227,P002,Stainless Steel Water Bottle,Home & Kitchen,U9307,4,This product has works perfectly :),positive,26-03-2023
R0228,P008,Mixer Grinder 750W,Home & Kitchen,U6267,4,This product has sound is clear :),positive,23-10-2025
R0229,P003,Men's Running Shoes,Clothing,U8381,4,This product has excellent build.,positive,22-06-2023
R0230,P003,Men's Running Shoes,Clothing,U5059,4,This product has highly recommended :),positive,18-06-2025
R0231,P003,Men's Running Shoes,Clothing,U7108,5,This product has easy to use :),positive,17-04-2025
R0232,P006,Women's Handbag,Accessories,U6482,4,This product has excellent build.,positive,13-07-2023
R0233,P007,Gaming Mouse RGB,Electronics,U5128,5,This product has highly recommended!!,positive,13-11-2024
R0234,P002,Stainless Steel Water Bottle,Home & Kitchen,U6731,4,This product has easy to use :),positive,22-09-2023
R0235,P002,Stainless Steel Water Bottle,Home & Kitchen,U7171,5,This product has very useful.,positive,19-09-2023
R0236,P002,Stainless Steel Water Bottle,Home & Kitchen,U9331,5,This product has looks premium!,positive,12-01-2025
R0237,P005,Cotton Bedsheet Set,Home & Kitchen,U4509,4,This product has looks premium :),positive,29-01-2024
R0238,P004,Smart LED TV 43 inch,Electronics,U3538,4,This product has excellent build.,positive,27-07-2023
R0239,P001,Wireless Bluetooth Earbuds,Electronics,U3147,5,This product has sound is clear :),positive,12-11-2023
R0240,P003,Men's Running Shoes,Clothing,U3712,4,This product has highly recommended :),positive,31-03-2023
R0241,P007,Gaming Mouse RGB,Electronics,U4891,5,This product has comfortable to use.,positive,08-07-2025
R0242,P004,Smart LED TV 43 inch,Electronics,U6070,4,This product has comfortable to use!!,positive,23-01-2025
R0243,P008,Mixer Grinder 750W,Home & Kitchen,U5616,5,This product has works perfectly :),positive,28-11-2023
R0244,P004,Smart LED TV 43 inch,Electronics,U5096,4,This product has great quality :),positive,30-01-2025
R0245,P002,Stainless Steel Water Bottle,Home & Kitchen,U5670,4,This product has excellent build!!,positive,12-07-2024
R0246,P008,Mixer Grinder 750W,Home & Kitchen,U8167,4,This product has excellent build!!,positive,12-07-2025
R0247,P006,Women's Handbag,Accessories,U7797,4,This product has great quality :),positive,25-10-2025
R0248,P006,Women's Handbag,Accessories,U7326,4,This product has excellent build.,positive,04-04-2024
R0249,P001,Wireless Bluetooth Earbuds,Electronics,U2623,5,This product has highly recommended.,positive,27-10-2023
R0250,P003,Men's Running Shoes,Clothing,U5700,4,This product has comfortable to use!!,positive,18-08-2025
R0251,P008,Mixer Grinder 750W,Home & Kitchen,U2298,4,This product has great quality.,positive,17-03-2024
R0252,P003,Men's Running Shoes,Clothing,U2821,5,This product has easy to use!!,positive,08-09-2024
R0253,P002,Stainless Steel Water Bottle,Home & Kitchen,U4906,4,This product has works perfectly :),positive,09-05-2023
R0254,P002,Stainless Steel Water Bottle,Home & Kitchen,U9782,5,This product has great quality!!,positive,22-10-2023
R0255,P005,Cotton Bedsheet Set,Home & Kitchen,U1025,5,This product has sound is clear.,positive,07-05-2024
R0256,P007,Gaming Mouse RGB,Electronics,U2402,4,This product has battery lasts long.,positive,19-05-2023
R0257,P001,Wireless Bluetooth Earbuds,Electronics,U8702,5,This product has great quality :),positive,03-02-2025
R0258,P005,Cotton Bedsheet Set,Home & Kitchen,U6850,4,This product has excellent build.,positive,08-05-2024
R0259,P002,Stainless Steel Water Bottle,Home & Kitchen,U3185,5,This product has great quality.,positive,24-11-2024
R0260,P003,Men's Running Shoes,Clothing,U8840,5,This product has very useful!!,positive,04-10-2023
R0261,P002,Stainless Steel Water Bottle,Home & Kitchen,U1605,5,This product has easy to use!!,positive,31-03-2023
R0262,P004,Smart LED TV 43 inch,Electronics,U6170,4,This product has easy to use :),positive,27-08-2025
R0263,P005,Cotton Bedsheet Set,Home & Kitchen,U4131,4,This product has easy to use.,positive,08-04-2023
R0264,P006,Women's Handbag,Accessories,U3039,5,This product has looks premium :),positive,30-03-2025
R0265,P008,Mixer Grinder 750W,Home & Kitchen,U6554,5,This product has value for money :),positive,15-10-2025
R0266,P006,Women's Handbag,Accessories,U2353,5,This product has highly recommended :),positive,11-06-2023
R0267,P007,Gaming Mouse RGB,Electronics,U9937,4,This product has easy to use.,positive,30-07-2023
R0268,P002,Stainless Steel Water Bottle,Home & Kitchen,U5843,5,This product has easy to use :),positive,22-05-2025
R0269,P003,Men's Running Shoes,Clothing,U6759,5,This product has comfortable to use!,positive,23-12-2024
R0270,P007,Gaming Mouse RGB,Electronics,U1939,5,This product has excellent build :),positive,14-01-2025
